index	gene_ids	mt	n_cells	highly_variable	means	dispersions	dispersions_norm
C2CD4D	ENSG00000225556	False	5	True	0.0641567858158248	5.0062116035296755	6.431184
THEM4	ENSG00000159445	False	151	True	0.23722197558000274	2.575294632899986	1.6314064
S100A11	ENSG00000163191	False	1421	True	2.121140790648846	3.110956365807668	0.60069954
S100A12	ENSG00000163221	False	149	True	0.41527940862351187	3.0116373873048476	1.0385994
S100A8	ENSG00000143546	False	743	True	2.7685408206648856	4.7944251899352555	2.5181432
S100A6	ENSG00000197956	False	2109	True	2.88529226652201	3.27346251977013	1.3110199
SNAPIN	ENSG00000143553	False	313	True	0.49253075937294	3.1301142439675234	1.1904366
CRTC2	ENSG00000160741	False	86	True	0.1782484284093753	3.9618982019864695	4.3692164
SLC39A1	ENSG00000143570	False	169	True	0.25787732137122016	2.6417698028622136	1.7626598
UBE2Q1	ENSG00000160714	False	58	True	0.16737210730413518	4.796313628507599	6.016746
CKS1B	ENSG00000173207	False	187	True	0.32306139771954817	3.4064657678791312	1.5446023
SLC50A1	ENSG00000169241	False	163	True	0.26411523981237356	2.0639836440349955	0.62183714
RIT1	ENSG00000143622	False	89	True	0.16472231986616365	2.7462201299704128	1.968894
PMF1	ENSG00000160783	False	365	True	0.5323402081863295	3.133697907475181	1.1950293
BGLAP	ENSG00000242252	False	6	True	0.014842685761262166	2.0484655349394165	0.5911971
GPATCH4	ENSG00000160818	False	106	True	0.20202980581895508	3.3951126568371386	3.2501142
ISG20L2	ENSG00000143319	False	147	True	0.23353645110339918	2.1120758040066576	0.7167938
HDGF	ENSG00000143321	False	148	True	0.27347104126842603	3.720964895197169	3.8935003
FCRL2	ENSG00000132704	False	47	True	0.08555739920649726	2.0059291918680704	0.50721025
CD1C	ENSG00000158481	False	71	True	0.13623122822515207	2.0366235377476243	0.56781536
AIM2	ENSG00000163568	False	61	True	0.13361987100890313	3.8587490129664563	4.165551
FCER1A	ENSG00000179639	False	55	True	0.22429646081717974	3.272289588721359	3.0076034
FCRL6	ENSG00000181036	False	95	True	0.20938280144044819	2.11512779103043	0.7228198
DCAF8	ENSG00000132716	False	139	True	0.2394260098645295	3.225649334260373	2.9155135
PEX19	ENSG00000162735	False	112	True	0.18919939010010428	3.023248193483037	2.5158782
CD48	ENSG00000117091	False	1873	True	2.017642533293867	3.1438964755700414	0.659675
F11R	ENSG00000158769	False	21	True	0.03865492200113533	2.072792517495401	0.63923
PFDN2	ENSG00000143256	False	525	True	0.7103273347211927	2.961391007808234	0.8941611
NIT1	ENSG00000158793	False	126	True	0.21257230830721138	2.4697683794318985	1.4230478
DEDD	ENSG00000158796	False	82	True	0.15013228866593087	3.219323289823254	2.903023
FCER1G	ENSG00000158869	False	964	True	2.1076638965401533	3.273962510137265	0.89254326
FCGR2A	ENSG00000143226	False	226	True	0.39791189422656736	3.2393358271984947	1.3304124
FCGR3A	ENSG00000203747	False	497	True	1.2751834000893538	3.0972348878295115	0.7980964
FCGR2B	ENSG00000072694	False	77	True	0.15833395103188483	2.0080346552247303	0.51136744
FCGR3B	ENSG00000162747	False	13	True	0.027478657407378326	2.0718193692904476	0.63730854
FCRLA	ENSG00000132185	False	117	True	0.2850407127984831	3.458318953775897	1.6110561
TMCO1	ENSG00000143183	False	469	True	0.6501712029375961	2.7892562373681153	0.6504217
CD247	ENSG00000198821	False	721	True	1.1170267684232607	3.1453240990043296	1.1063074
MPC2	ENSG00000143158	False	427	True	0.6235655183214738	4.111514181941007	2.522713
XCL2	ENSG00000143185	False	138	True	0.3521857054245913	2.619126626045362	0.53556675
XCL1	ENSG00000143184	False	86	True	0.20254610496321726	2.1616519118892694	0.8146804
BLZF1	ENSG00000117475	False	53	True	0.10746846215830949	2.7311148973459374	1.9390692
F5	ENSG00000198734	False	18	True	0.04495686928164168	2.3327785516329858	1.1525651
SELL	ENSG00000188404	False	1264	True	1.6083504664804746	3.4479937090088177	1.7066343
FMO4	ENSG00000076258	False	11	True	0.024754855338841416	2.1591260986851264	0.8096932
KIAA0040	ENSG00000235750	False	167	True	0.30510060466916533	2.85860880143078	0.8424815
QSOX1	ENSG00000116260	False	97	True	0.18427090299950016	3.4570579300638173	3.3724234
DHX9	ENSG00000135829	False	179	True	0.30982646603484565	3.541006214366495	1.7170261
NCF2	ENSG00000116701	False	468	True	0.7787024472495645	3.076007137493319	1.0564553
COLGALT2	ENSG00000198756	False	6	True	0.015285063511831754	2.1277302659301913	0.7477031
RGS18	ENSG00000150681	False	89	True	0.2067334909414045	2.923589371377279	2.3191047
ZBTB41	ENSG00000177888	False	12	True	0.024673705415794108	2.0266818521864867	0.54818577
CSRP1	ENSG00000159176	False	188	True	0.312898391135201	4.228117046250271	2.5976114
IPO9-AS1	ENSG00000231871	False	6	True	0.012664150834448952	2.151645957404408	0.7949239
PTPN7	ENSG00000143851	False	252	True	0.4798813393744834	3.9343805019577816	2.2211654
RABIF	ENSG00000183155	False	156	True	0.2438982291772064	2.400990172111016	1.2872471
SOX13	ENSG00000143842	False	3	True	0.013531557516738893	3.070547341451135	2.609269
IL24	ENSG00000162892	False	13	True	0.036333421562028456	3.265329042982305	2.99386
CR1	ENSG00000203710	False	45	True	0.1152137137014263	3.9397640845027952	4.3255134
RP1-28O10.1	ENSG00000227591	False	7	True	0.050637853658709604	4.541536532608479	5.513696
G0S2	ENSG00000123689	False	185	True	0.5002018134895221	3.1527183985552685	1.2194055
TRAF3IP3	ENSG00000009790	False	1296	True	1.504950481031553	2.86747909809703	0.6238153
LPGAT1	ENSG00000123684	False	77	True	0.13149132283722012	2.0770837824682324	0.647703
DUSP10	ENSG00000143507	False	60	True	0.12335485954759424	3.076632849695779	2.6212847
RP11-378J18.3	ENSG00000225265	False	5	True	0.043678837134687655	4.443041988415372	5.3192215
DISP1	ENSG00000154309	False	10	True	0.01957612224507667	2.0856345318142697	0.6645862
TP53BP2	ENSG00000143514	False	34	True	0.06523397404282152	2.0168914006772987	0.5288548
CNIH4	ENSG00000143771	False	218	True	0.3582662155086086	3.4325296478796536	1.5780051
LBR	ENSG00000143815	False	260	True	0.4252513056588636	3.596515249425188	1.7881652
SRP9	ENSG00000143742	False	890	True	1.0912243965909756	3.5530614694916136	1.7418199
ACBD3	ENSG00000182827	False	58	True	0.12914677445314937	3.506172008242205	3.4693978
PARP1	ENSG00000143799	False	311	True	0.5489113505447545	4.022686353800219	2.334336
SNAP47	ENSG00000143740	False	103	True	0.2180003254836556	4.1492359655135305	4.7391095
C1orf35	ENSG00000143793	False	178	True	0.3095357722702835	3.7286520632513933	1.9575087
OBSCN	ENSG00000154358	False	21	True	0.04512401360487832	2.5967381447195637	1.673746
RNF187	ENSG00000168159	False	384	True	0.5715521344124731	3.1876494310434382	1.2145386
URB2	ENSG00000135763	False	13	True	0.028552078552989673	2.5876619303126236	1.6558253
C1orf198	ENSG00000119280	False	8	True	0.017741351114467854	2.1241047628836496	0.7405446
GNPAT	ENSG00000116906	False	167	True	0.2848177868999634	3.1093017577879616	1.1637638
SPRTN	ENSG00000010072	False	98	True	0.17946459592602132	2.861896425891823	2.1972935
RP5-827C21.4	ENSG00000231663	False	69	True	0.13700861049498778	2.785748499505885	2.0469418
COA6	ENSG00000168275	False	234	True	0.36055991756560546	2.598655185437193	0.50933105
RP4-781K5.2	ENSG00000228830	False	4	True	0.01464204536493996	2.5309696396941956	1.543888
FH	ENSG00000091483	False	150	True	0.2575448563462226	3.027699662743853	2.5246675
SDCCAG8	ENSG00000054282	False	157	True	0.26454833896230034	2.734495682489312	1.9457444
ACP1	ENSG00000143727	False	634	True	0.8618724363618041	3.235578833831223	1.2469813
TMEM18	ENSG00000151353	False	181	True	0.3042837525575938	2.794143235973197	0.759864
TSSC1	ENSG00000032389	False	154	True	0.26461934281509397	3.025365023944251	2.5200577
TRAPPC12-AS1	ENSG00000225234	False	12	True	0.0256708065989211	2.092380331305174	0.6779056
ID2	ENSG00000115738	False	1040	True	1.4899516644634885	2.870263992330509	0.6290099
KLF11	ENSG00000172059	False	63	True	0.1107649040358933	2.9055515225485005	2.2834895
ODC1	ENSG00000115758	False	275	True	0.5127209343433734	3.473492809969363	1.6305025
LPIN1	ENSG00000134324	False	160	True	0.3077497236264476	3.66536573181387	1.8764024
DDX1	ENSG00000079785	False	167	True	0.29811589561937435	3.536992658330209	1.7118825
RDH14	ENSG00000240857	False	222	True	0.3760886923829845	3.318407178030983	1.4317484
ITSN2	ENSG00000198399	False	264	True	0.45496092286114453	3.3892123867615114	1.5224907
DNAJC27	ENSG00000115137	False	5	True	0.01328415021223806	2.2518869668064387	0.99284697
DNMT3A	ENSG00000119772	False	60	True	0.11351443006241073	2.6715669298356852	1.8214934
ASXL2	ENSG00000143970	False	72	True	0.132569115824764	3.0655163252340887	2.5993354
KIF3C	ENSG00000084731	False	7	True	0.056684817877758954	4.761836619621297	5.9486723
MPV17	ENSG00000115204	False	169	True	0.27182713247274354	3.0923859803688676	2.6523888
SNX17	ENSG00000115234	False	590	True	0.7900422176979596	2.860013064704487	0.75061196
FOSL2	ENSG00000075426	False	89	True	0.14423892801259464	2.265835259893499	1.0203875
DPY30	ENSG00000162961	False	408	True	0.5670818133794846	2.7724144946203917	0.6265741
FAM98A	ENSG00000119812	False	35	True	0.1261674416116835	4.903838109578883	6.22905
CDC42EP3	ENSG00000163171	False	335	True	0.5275571308183262	3.3652676804922805	1.4918038
LINC00211	ENSG00000237803	False	7	True	0.014793554484549457	2.0088835026057485	0.51304346
PIGF	ENSG00000151665	False	104	True	0.18270340494258036	3.330316980811913	3.122177
FBXO11	ENSG00000138081	False	65	True	0.1131160258264012	2.012907228735891	0.52098817
EML6	ENSG00000214595	False	8	True	0.02350240022013956	2.638039006322974	1.7552934
MTIF2	ENSG00000085760	False	68	True	0.22432081474776638	5.374130144330724	7.157629
CCT4	ENSG00000115484	False	564	True	0.7312915597389132	2.728938824011196	0.5650134
PELI1	ENSG00000197329	False	117	True	0.19071143283152073	2.07945389586048	0.65238273
LGALSL	ENSG00000119862	False	6	True	0.01801623562379288	2.5691678835254246	1.6193093
CEP68	ENSG00000011523	False	77	True	0.1824782705061395	4.276799059831939	4.990979
ACTR2	ENSG00000138071	False	520	True	0.6779749461533542	2.7691914782262246	0.6220104
NFU1	ENSG00000169599	False	218	True	0.37223234032836133	3.7004701433977556	1.9213914
SNRNP27	ENSG00000124380	False	158	True	0.26001891354327994	2.658841618028665	1.7963675
MPHOSPH10	ENSG00000124383	False	218	True	0.3823241755035708	3.4551980990324327	1.6070564
CCT7	ENSG00000135624	False	521	True	0.7427444672958481	3.313078624849165	1.3921438
STAMBP	ENSG00000124356	False	112	True	0.24314285019860143	3.652951004299581	3.7592087
BOLA3	ENSG00000163170	False	155	True	0.2850969801754914	3.951575648533375	2.2432022
PCGF1	ENSG00000115289	False	94	True	0.14731307976495273	2.3054679232305704	1.098641
MRPL19	ENSG00000115364	False	210	True	0.3438873624130439	3.5243731966677903	1.6957096
TRABD2A	ENSG00000186854	False	257	True	0.403894328880251	3.032874344543155	1.0658162
TGOLN2	ENSG00000152291	False	432	True	0.6060902118999523	2.824563984298962	0.70041674
MAT2A	ENSG00000168906	False	171	True	0.2572994443398184	2.2808075568960056	1.0499499
VAMP8	ENSG00000118640	False	1362	True	1.5486376232517634	3.1130560832374465	1.0818838
VAMP5	ENSG00000168899	False	603	True	0.860470184404654	3.2454787146525703	1.2624116
GNLY	ENSG00000115523	False	484	True	2.2069924824430287	4.97591533739979	3.9396937
RMND5A	ENSG00000153561	False	80	True	0.137848806772274	3.09870797838748	2.6648715
MAL	ENSG00000172005	False	355	True	0.6064513884822933	3.3057245701105806	1.3817307
ZAP70	ENSG00000115085	False	383	True	0.5993921601485792	2.8479116448081236	0.7334766
EIF5B	ENSG00000158417	False	394	True	0.5526052035293748	3.0651326644521792	1.1071577
TGFBRAP1	ENSG00000135966	False	25	True	0.07287939889408004	3.8563992401932183	4.1609116
TMEM87B	ENSG00000153214	False	44	True	0.12337107798533722	4.330415106609518	5.096843
IL1B	ENSG00000125538	False	211	True	0.4796956966811701	2.854700883295803	0.8374732
RABL2A	ENSG00000144134	False	39	True	0.0650218563066592	2.020847786977854	0.5366666
RP11-141B14.1	ENSG00000270019	False	5	True	0.047048631668838874	4.546672995636125	5.523838
C2orf76	ENSG00000186132	False	40	True	0.09931720167160756	3.730261962431608	3.9118571
TMEM177	ENSG00000144120	False	20	True	0.054073625254050434	3.13655560149069	2.7396004
CCDC115	ENSG00000136710	False	434	True	0.6543591087000656	3.324511045566672	1.408332
PLEKHB2	ENSG00000115762	False	159	True	0.2353760934197467	2.080794428852027	0.65502954
ZRANB3	ENSG00000121988	False	16	True	0.03824083752470819	2.980301140148118	2.4310803
R3HDM1	ENSG00000048991	False	74	True	0.15444182936258594	3.7848208017962346	4.019582
UBXN4	ENSG00000144224	False	530	True	0.8192853350709528	4.367138878437356	2.8846724
ACVR2A	ENSG00000121989	False	9	True	0.0186791568915212	2.1048761984646815	0.7025783
MMADHC	ENSG00000168288	False	357	True	0.6055152372890205	4.60411642913424	3.220228
PSMD14	ENSG00000115233	False	277	True	0.4595621661608488	3.5405957831873285	1.7165002
GCA	ENSG00000115271	False	350	True	0.5728738810467316	2.7686794908009493	0.62128544
FASTKD1	ENSG00000138399	False	27	True	0.045654358321917304	2.2259633738200746	0.9416616
PPIG	ENSG00000138398	False	457	True	0.6845172894833506	3.4763359716298736	1.6233131
METTL8	ENSG00000123600	False	56	True	0.10812962651661776	2.477435957973911	1.4381871
SLC25A12	ENSG00000115840	False	37	True	0.10636313112004482	4.35852341014381	5.152342
MLTK	ENSG00000091436	False	42	True	0.06884540177744855	2.328531746593416	1.1441799
OLA1	ENSG00000138430	False	370	True	0.5076553041906118	2.618090780483	0.53423923
NFE2L2	ENSG00000116044	False	185	True	0.4518665960070085	5.829069239767378	4.6493545
TTC30A	ENSG00000197557	False	6	True	0.01388366867652064	2.4139438660391375	1.3128238
PLEKHA3	ENSG00000116095	False	132	True	0.23969583542751144	3.2069200026654645	2.878533
TTN-AS1	ENSG00000237298	False	30	True	0.10512812050885545	4.761309877476797	5.9476323
DNAJC10	ENSG00000077232	False	93	True	0.2075658553713533	3.954957818230372	4.3555126
ZC3H15	ENSG00000065548	False	499	True	0.7363575730311079	3.878701401650702	2.1930544
SLC40A1	ENSG00000138449	False	101	True	0.17586243206393964	2.194618647165746	0.8797723
ANKAR	ENSG00000151687	False	22	True	0.04444420420491536	2.2502114474555786	0.9895387
C2orf88	ENSG00000187699	False	10	True	0.05258967046871215	3.4490556106455044	3.356623
NABP1	ENSG00000173559	False	115	True	0.18840966075885998	2.6907294875185386	1.8593292
SDPR	ENSG00000168497	False	43	True	0.3802161690212531	4.508968110550502	2.9575434
SF3B1	ENSG00000115524	False	384	True	0.5676673224006833	2.9427955285992025	0.8678303
PLCL1	ENSG00000115896	False	8	True	0.01738825291311968	2.2531067906774296	0.9952555
TYW5	ENSG00000162971	False	39	True	0.0761746409461854	2.751623428483065	1.9795626
ORC2	ENSG00000115942	False	48	True	0.13095418892030922	4.250276699479661	4.9386115
NOP58	ENSG00000055044	False	270	True	0.48792022402956947	4.065984431403712	2.389826
BMPR2	ENSG00000204217	False	37	True	0.10591789302223376	3.2127681202795073	2.89008
ICOS	ENSG00000163600	False	91	True	0.14871787872759568	2.3221349531197286	1.1315497
NDUFS1	ENSG00000023228	False	84	True	0.15125000733664842	3.4400534836874956	3.3388486
METTL21A	ENSG00000144401	False	194	True	0.3335978994641594	3.2524281607229644	1.3471912
IDH1	ENSG00000138413	False	57	True	0.10068486011102976	2.606314323015799	1.6926539
TNS1	ENSG00000079308	False	7	True	0.013254447396932512	2.408918585621653	1.3029015
CXCR1	ENSG00000163464	False	7	True	0.016595974120275327	2.169146890891092	0.82947904
RNF25	ENSG00000163481	False	56	True	0.11816751059946567	3.325526555634755	3.1127183
CYP27A1	ENSG00000135929	False	35	True	0.069653073602328	2.3688971455748415	1.2238803
GMPPA	ENSG00000144591	False	97	True	0.28655882944318134	5.546877575163984	4.287704
STK11IP	ENSG00000144589	False	41	True	0.06683895806959132	2.205136933523124	0.90054035
SERPINE2	ENSG00000135919	False	18	True	0.037255307385337014	2.0302099578989043	0.55515194
DOCK10	ENSG00000135905	False	162	True	0.25207653309924194	2.3787138154274245	1.243263
MFF	ENSG00000168958	False	350	True	0.5599899101831959	3.59921191664828	1.7916212
TRIP12	ENSG00000153827	False	64	True	0.17580474432059626	4.112210592427816	4.666004
ATG16L1	ENSG00000085978	False	43	True	0.09107597994420971	2.7193250245632568	1.9157903
RAMP1	ENSG00000132329	False	43	True	0.0998182901593497	2.1143948011588725	0.72137254
NDUFA10	ENSG00000130414	False	396	True	0.5672525542975354	2.8063239634264483	0.6745893
GPR35	ENSG00000178623	False	33	True	0.05648601220567692	2.6361308112674378	1.7515258
MTERFD2	ENSG00000122085	False	250	True	0.4285893925185351	3.375737975944605	1.5052222
PASK	ENSG00000115687	False	173	True	0.3410451955232405	3.7613728927667163	1.9994429
HDLBP	ENSG00000115677	False	147	True	0.23555043407019519	3.288513961656207	3.039638
DTYMK	ENSG00000168393	False	177	True	0.2548193832083073	2.052133501497597	0.59843934
ING5	ENSG00000168395	False	70	True	0.1407916032904319	3.3123873190682933	3.0867753
PDCD1	ENSG00000188389	False	25	True	0.05556676025538397	2.05814388003179	0.6103067
THUMPD3	ENSG00000134077	False	105	True	0.2044701391327648	4.0612052170447805	4.565295
