cluster	rank	gene	score	logfoldchange	pval	pval_adj
6	135	PLSCR1	3.743892	2.0612333	0.00018119157362440506	0.015433920749596838
6	136	ID2	3.7382736	1.5797476	0.00018528819575157473	0.015685446398377136
6	137	GNB2	3.7238424	1.6725227	0.000196213515256374	0.01641492180616564
6	138	BLVRB	3.7237322	1.9262792	0.0001962991961653176	0.01641492180616564
6	139	COX8A	3.718885	1.5303543	0.00020010415025458194	0.01663168676722022
6	140	CCDC50	3.691234	3.2345858	0.000223168676803308	0.018436959239039555
6	141	TMEM219	3.6852853	1.4543	0.00022844665687344625	0.018759984744685283
6	142	ATP5G3	3.6597273	1.4591001	0.00025248370425174277	0.02036800894181412
6	143	UBL7	3.643864	2.2321925	0.00026857546317326126	0.021414208732314564
6	144	PPA1	3.6392372	1.5504533	0.00027344698295500683	0.02156124338103677
6	145	ACAA1	3.6340594	1.9641086	0.0002789965863243203	0.021863766770581307
6	146	FIBP	3.584486	1.6629795	0.00033774265725107754	0.026168377409837726
6	147	SAT1	3.572919	1.4116603	0.00035302412630351025	0.027172255372542795
6	148	IGFLR1	3.571707	2.3323948	0.0003546619302672568	0.027172255372542795
6	149	RGS10	3.5528693	1.3757315	0.000381053861185795	0.029032070290566626
6	150	CACNA2D3	3.548683	4.592479	0.0003871628392356703	0.029334536891038578
6	151	ATP5C1	3.5359042	1.578249	0.0004063821839711338	0.03062156742296774
6	152	TNFAIP2	3.5300655	2.697919	0.000415456861747459	0.031134291814233078
6	153	RNF181	3.5259895	1.5068486	0.0004219038133537704	0.031445591827900035
6	154	RHOG	3.5231252	1.3722751	0.00042648986168111763	0.03161557817889107
6	155	NDUFAB1	3.5198202	1.7371012	0.0004318392799612357	0.03172240710978259
6	156	NAGK	3.516846	1.9495786	0.000436707252662005	0.03185640033514222
6	157	EPSTI1	3.5077024	1.809497	0.0004519944502424464	0.03279709995039635
6	158	YBX1	3.4989994	1.0074148	0.00046700750282469537	0.03370810996704143
6	159	UQCRFS1	3.4964657	1.4474133	0.00047146506018325173	0.033851685001848764
6	160	LCP1	3.4907372	1.3940703	0.00048168973358519036	0.034405692741600526
6	161	SNRPD1	3.4851189	1.5180765	0.0004919183521920101	0.03495423980290791
6	162	FUOM	3.474323	2.655404	0.0005121442309314981	0.036203845273167855
6	163	ZNF385A	3.4597814	3.0936284	0.0005406140338759495	0.038020414669614214
6	164	DDIT4	3.455485	1.5140072	0.0005493036315603056	0.03843443879192873
6	165	PTPRE	3.446011	2.1956787	0.000568927123652411	0.03960541408004652
6	166	PRDX3	3.4395113	1.8830781	0.0005827652076389802	0.04036384877556048
6	167	AKR1A1	3.4266224	1.7157491	0.000611138403456061	0.04211634203515789
6	168	FAM26F	3.4086657	1.5828042	0.0006528141213745798	0.04476346430265494
6	169	GNG5	3.381896	1.5768466	0.0007198735894483	0.04911615127210938
6	170	CSF2RA	3.3795826	3.6644204	0.0007259596174018718	0.04928618907450134
6	171	TPP1	3.374956	2.1813507	0.0007382753237729255	0.049770170554417556
6	172	CHCHD2	3.3741846	1.0456109	0.0007403467108867713	0.049770170554417556
6	173	ID1	3.3725324	3.0262353	0.0007448035866133768	0.049825543350321216
6	174	LGALS3	3.37088	1.4699297	0.0007492853695189762	0.04988203668729728
6	175	SAT2	3.369007	1.5979564	0.0007543949937245407	0.049979579439315705
6	176	HMGN3	3.3661427	1.5092037	0.0007622723315089522	0.05025866708804697
6	177	ERCC1	3.3598635	1.9476992	0.0007798098667360084	0.051087982745643495
6	178	ANXA1	3.3504996	1.4381402	0.0008066591031511967	0.05222323919624358
6	179	COX6A1	3.3484066	1.2919989	0.000812776845786936	0.0523306181367232
6	180	CD86	3.3463135	2.7698324	0.0008189376154793776	0.052480889993851323
6	181	WDR61	3.3322127	1.9208617	0.0008615841484852642	0.054437255502399244
6	182	UQCR10	3.331111	1.2512138	0.0008650011756300768	0.054437255502399244
6	183	DRAP1	3.3310008	1.2524408	0.0008653435685812334	0.054437255502399244
6	184	SEC61B	3.3281364	1.4354643	0.0008742900167814478	0.054629514769858355
6	185	IFITM3	3.3274755	1.6852933	0.0008763667237398889	0.054629514769858355
6	186	ATP5A1	3.3170102	1.3370161	0.0009098633385522986	0.056460931334417305
6	187	CTSB	3.3139255	1.2965407	0.0009199601078212346	0.056830328462434285
6	188	FKBP1A	3.297401	1.3155496	0.0009758405109729419	0.059744092711977344
6	189	PABPC1	3.295969	0.8346777	0.0009808286086568526	0.05978259350720034
6	190	SNX3	3.2914522	1.320584	0.0009967153692413287	0.060482099883962755
6	191	EIF6	3.282529	1.4779499	0.0010288038888359287	0.06129131887231794
6	192	SEMA4A	3.2823088	3.2384236	0.0010296081596333504	0.06129131887231794
6	193	EIF4E2	3.281207	1.5803441	0.0010336382488849792	0.06129131887231794
6	194	C1QBP	3.280326	1.3471552	0.0010368728255496977	0.06129131887231794
6	195	CALM2	3.279114	1.1273565	0.0010413356640841533	0.06129131887231794
6	196	GDI2	3.2774615	1.6200521	0.0010474500012796978	0.0613877321262811
6	197	VASP	3.2701907	1.3677298	0.0010747497549916996	0.06271965165938795
6	198	VPS29	3.2678773	1.5984547	0.0010835731183500273	0.06296661756378082
6	199	FTL	3.2654538	0.46638674	0.001092888465534749	0.06323996800144957
6	200	OXA1L	3.2641318	1.4563754	0.001098000726547558	0.06326883178097988
6	201	H3F3A	3.2555392	1.3084754	0.0011317731723770339	0.06494199701246293
6	202	EIF4EBP1	3.2457347	1.7820008	0.001171480080142076	0.06656713687921877
6	203	RGS19	3.2455142	1.4420847	0.0011723869817446557	0.06656713687921877
6	204	ARL4C	3.2407773	1.7771809	0.001192042974182306	0.06727439237833803
6	205	C19orf10	3.2375824	1.5033367	0.0012054707735095031	0.06765943703279864
6	206	DDAH2	3.2368114	2.659238	0.0012087328330928735	0.06765943703279864
6	207	AKIRIN2	3.2279983	1.881058	0.0012465970706462476	0.06912086983735721
6	208	PPT1	3.2272272	1.7482021	0.0012499617704290933	0.06912086983735721
6	209	CTSZ	3.222931	2.02473	0.0012688619607463675	0.06988422863323568
6	210	OSTC	3.2214987	1.500783	0.0012752204230515804	0.06995349152691749
6	211	DNAJC15	3.214999	1.6831069	0.0013044494225479353	0.07127179036184217
6	212	IFI44L	3.2137873	1.3607432	0.0013099668100655677	0.07128922552872696
6	213	ZNHIT1	3.2107027	1.3644975	0.0013241083932693549	0.07177400199721713
6	214	SUPT4H1	3.2035422	1.3096476	0.0013574818339536984	0.0732933302001615
6	215	LILRB4	3.1993558	3.1782312	0.001377350131808225	0.07407443022595292
6	216	BASP1	3.1923056	3.908428	0.0014114197359581812	0.0753159932254105
6	217	NPC2	3.187238	1.4066603	0.001436385357584685	0.076351119356265
6	218	TPI1	3.1837127	1.1797123	0.001453992142728176	0.07669249325143926
6	219	SUB1	3.1806283	1.3605111	0.0014695610223781636	0.07721670444787027
6	220	NDUFS6	3.1755607	1.4786794	0.0014954723273770598	0.07827827289179007
6	221	BZW2	3.1644342	2.1100903	0.0015538477889976102	0.08102459535480314
6	222	OS9	3.1557314	1.785943	0.0016009624860098685	0.08316514974673991
6	223	C16orf13	3.1504436	1.4596971	0.0016302277604966597	0.08423903562902767
6	224	ADRM1	3.1497824	1.3837051	0.001633920335228333	0.08423903562902767
6	225	AURKAIP1	3.1463675	1.3333635	0.0016531215545491406	0.08490977153216073
6	226	DCXR	3.137995	1.4944745	0.0017010772715947402	0.08704691680093385
6	227	TPGS1	3.1263177	1.9616768	0.001770101496749275	0.09014844904053695
6	228	RNF5	3.1248858	1.5457208	0.0017787417108335514	0.09014844904053695
6	229	ATP6V1F	3.124445	1.2770389	0.001781408027562018	0.09014844904053695
6	230	CCT4	3.1154118	1.3348016	0.001836883605484859	0.09258547939597259
6	231	TSPO	3.1144202	1.2810004	0.0018430680964780892	0.09258547939597259
6	232	PQBP1	3.1097934	1.6366189	0.0018721828046915367	0.09370479920999904
6	233	ALKBH7	3.1018617	1.3908265	0.0019230784325619773	0.09590217317874529
6	234	HERPUD1	3.098667	1.5800433	0.0019439346208736513	0.09659101228500454
6	235	ATP5G2	3.0923877	0.80400366	0.001985534254101828	0.09830186556228328
6	236	TMED10	3.081922	1.5129842	0.0020566866307502292	0.10145827501477929
6	237	PPIB	3.0761936	1.2089243	0.002096616597507371	0.10276519633833507
6	238	C1orf43	3.0759733	1.3821528	0.002098166470375807	0.10276519633833507
6	239	SDHB	3.0728886	1.3823408	0.002119975307649203	0.10346384828861628
6	240	PKM	3.0713465	1.2360233	0.0021309575030349654	0.10363103261213302
6	241	FOSB	3.0634146	1.1846663	0.0021882658792037758	0.10604197267632713
6	242	CAPN2	3.060991	1.2725929	0.0022060565035977872	0.106192954363102
6	243	CYCS	3.060881	1.2878134	0.0022068683092813235	0.106192954363102
6	244	TIMP1	3.0566947	1.2461139	0.0022379205545573068	0.10729095027920671
6	245	C17orf49	3.0557032	1.9812534	0.0022453334351853816	0.10729095027920671
6	246	GNB1	3.0517373	1.7513276	0.0022752104910067667	0.10834109956134304
6	247	YWHAE	3.0492036	1.7050308	0.0022944888196616687	0.10888103693024265
6	248	NDUFS3	3.044687	1.5216509	0.0023292260359892925	0.11014829606054191
6	249	ODF3B	3.0408313	1.6979351	0.002359260095300967	0.111185199130438
6	250	DNAJC4	3.033891	1.7904379	0.0024142165050770933	0.11308106589279712
6	251	YWHAH	3.0323486	1.3829626	0.0024265870783411626	0.11319120813731533
6	252	APH1A	3.027832	1.3003968	0.002463149669117323	0.11450723580432193
6	253	SLC25A5	3.01296	1.2322332	0.002587130130968442	0.11935290943695501
6	254	GLIPR1	3.0111973	1.3229074	0.0026021962900429885	0.11935290943695501
6	255	PSAP	3.0111973	1.1460525	0.0026021962900429885	0.11935290943695501
6	256	TRAPPC1	3.0024946	1.171851	0.00267776802378552	0.12132474271946252
6	257	IRF7	3.002054	1.939132	0.0026816472653760043	0.12132474271946252
6	258	RPL39	3.0019436	1.3062954	0.0026826178778965423	0.12132474271946252
6	259	EFHD2	3.0012827	1.4093186	0.002688448298120022	0.12132474271946252
6	260	FAM105A	3.0011725	2.494115	0.0026894211598889168	0.12132474271946252
6	261	ETFA	2.9813433	1.4860011	0.002869869691132802	0.12787571816610432
6	262	HSPE1	2.981123	1.2285309	0.002871935335799922	0.12787571816610432
6	263	FAM49B	2.9706573	1.2618276	0.0029716309907212215	0.1318865611868959
6	264	PLBD1	2.9640477	2.077902	0.0030362131854711604	0.1339706759078876
6	265	SEC13	2.9627256	1.8179502	0.003049282243677948	0.1339706759078876
6	266	DEK	2.9606326	1.2573022	0.0030700798782023666	0.1339706759078876
6	267	MX1	2.9584293	1.4178286	0.0030921118048508832	0.1339706759078876
6	268	PDCD6	2.957548	1.2386522	0.003100964870562682	0.1339706759078876
6	269	ATP6V1E1	2.9574378	1.5148267	0.003102073127296516	0.1339706759078876
6	270	REL	2.9569972	1.8879662	0.003106509766567614	0.1339706759078876
6	271	LDHA	2.9569972	1.1344376	0.003106509766567614	0.1339706759078876
6	272	SEP15	2.9533617	1.3161614	0.0031433333814146354	0.1351337742718505
6	273	USF2	2.9486248	1.6880726	0.00319191265889039	0.13665916810520615
6	274	URM1	2.9479637	1.7536151	0.0031987452939894394	0.13665916810520615
6	275	GNAS	2.9409134	1.2649473	0.0032724605735123128	0.13937429908431012
6	276	NDRG2	2.9399219	4.0334387	0.003282949996159054	0.13938816175642496
6	277	HSH2D	2.9369476	1.902505	0.003314602297686542	0.1398660181860715
6	278	RPL23	2.9286852	0.81339276	0.0034039892024222912	0.1431972635644764
6	279	MOB1A	2.9262617	1.3861412	0.0034306225543194848	0.14387632327197986
6	280	PHPT1	2.92516	1.3754832	0.00344279121522344	0.1439464595291898
6	281	GSTO1	2.9239483	1.1884423	0.003456222110418144	0.1440687842622323
6	282	MPC2	2.9141438	1.3767425	0.003566656561950178	0.1482216002744992
6	283	C19orf70	2.9103982	1.263081	0.0036096855582643155	0.1495565792931626
6	284	ISG15	2.9050002	1.1362956	0.0036725287401876082	0.15145949406886822
6	285	SPG21	2.9045596	1.248009	0.003677702459160939	0.15145949406886822
6	286	SLC25A3	2.900814	1.1945447	0.0037219473547317806	0.15282271264308875
6	287	NFKBIA	2.894094	1.1267128	0.0038025424871191943	0.15552961418911737
6	288	SSR3	2.893433	1.3186495	0.003810554934194505	0.15552961418911737
6	289	NDUFS8	2.8832982	1.2052615	0.003935348706746345	0.15984031575193947
6	290	HAVCR2	2.8829675	2.5251727	0.0039394798544666425	0.15984031575193947
6	291	PSMA4	2.879773	1.3809205	0.003979617800141129	0.16099256197975056
6	292	GADD45B	2.874485	1.320245	0.004046869642663496	0.16323167729260937
6	293	BRK1	2.8734937	1.0564208	0.00405959361809536	0.16326471225384095
6	294	C11orf31	2.8695276	1.1456004	0.004110853450512507	0.16484281935768572
6	295	TCF25	2.8665533	1.2143309	0.004149683010351489	0.1659147312068814
6	296	MCL1	2.8526728	1.195848	0.004335324368749744	0.17283325114254067
6	297	PAK1	2.851461	2.7087886	0.00435188326459406	0.17299051330621143
6	298	CSNK2B	2.8482661	1.1729529	0.0043958137295350575	0.1742317615226699
6	299	NDUFB5	2.8443003	1.3715022	0.004450907118805901	0.17590703235534333
6	300	NDUFA8	2.8415463	1.3923182	0.00448953375112828	0.17692375247980813
6	301	XAF1	2.8405547	1.3546234	0.004503513519848942	0.1769661444447232
6	302	SPATS2L	2.8348262	3.3460608	0.004585060548940101	0.17965577248047013
6	303	VKORC1	2.8322926	1.434114	0.004621554149789673	0.18056978236528654
6	304	CMTM3	2.816319	1.5010478	0.004857741850578681	0.18872258282956383
6	305	TALDO1	2.8104804	1.1362915	0.004946762064529803	0.19163812133605007
6	306	PHB	2.8066247	1.2832674	0.005006355138111434	0.1934004348283386
6	307	CAT	2.802218	1.9728901	0.005075255811591039	0.1955113994386503
6	308	ABI3	2.798142	1.5063288	0.005139750890815966	0.19701206465146534
6	309	COX5A	2.7979217	1.1131084	0.005143258120489132	0.19701206465146534
6	310	ARRB2	2.7970405	1.1352371	0.005157308677984254	0.19701206465146534
6	311	SERPINB6	2.7958286	1.3514454	0.005176684832390231	0.19720293275388787
6	312	BLOC1S1	2.7938457	1.1838491	0.005208533195561586	0.19786654915216503
6	313	FGL2	2.792854	1.7579665	0.005224523672457798	0.1979257393483045
6	314	UFC1	2.790761	1.121958	0.005258427084558711	0.1986613472111244
6	315	SDHD	2.7895494	1.4576311	0.005278146093197989	0.19885850418164072
6	316	ENO1	2.783931	1.0321307	0.00537044613757368	0.20178163926215192
6	317	SCNM1	2.7771008	1.6879258	0.0054846155541002466	0.20529587255153353
6	318	NDUFV1	2.77655	1.5138447	0.005493917546041476	0.20529587255153353
6	319	PSMB4	2.775228	1.2883549	0.005516300449916883	0.20557213144065253
6	320	THRAP3	2.7730248	1.6011494	0.005553788236600599	0.20612932681281007
6	321	HEXA	2.7725842	1.7827883	0.005561313323664848	0.20612932681281007
6	322	AHNAK	2.7692792	1.2244517	0.005618045382570857	0.20767082042203971
6	323	IFI6	2.7666354	1.2585405	0.0056638063852017745	0.2087995719533794
6	324	C17orf62	2.7644322	1.3177137	0.005702197097196714	0.20909072457474795
6	325	CD63	2.7621186	1.1444263	0.005742759793258994	0.21001655414601025
6	326	BAG1	2.7584834	1.3514522	0.0058070270829580954	0.21180204631831734
6	327	MTDH	2.7547379	1.2110306	0.00587391938822593	0.21326266341620534
6	328	YIF1A	2.7540767	1.8083876	0.005885795752811002	0.21326266341620534
6	329	NDUFV3	2.7536361	1.9729261	0.005893725348894693	0.21326266341620534
6	330	CHMP4B	2.7505515	1.3200116	0.005949502662488113	0.21471441977200523
6	331	DUSP23	2.7483482	1.9390264	0.005989634360965065	0.21532020789965087
6	332	CHPT1	2.7479076	1.5698998	0.005997689909411305	0.21532020789965087
6	333	RBM17	2.7436113	1.3961593	0.006076744569743278	0.21758870764871882
6	334	ETHE1	2.7415183	1.4674821	0.0061155973588055065	0.21840964109025707
6	335	PLEKHO1	2.7397556	2.0227904	0.00614848887195873	0.2190139646494598
6	336	CLTA	2.733917	1.2060877	0.006258582938002073	0.22230342855551177
6	337	RTFDC1	2.7331457	1.178026	0.006273255567375168	0.22230342855551177
6	338	NDUFV2	2.7290697	1.1138865	0.006351326507411755	0.22448992712021856
6	339	RAB32	2.7249937	2.0438306	0.006430270738358111	0.22669597148031653
