cluster	rank	gene	score	logfoldchange	pval	pval_adj
2	5	FTH1	21.893991	2.9597666	2.963888596083412e-106	8.129353641337582e-103
2	6	IFITM3	21.63024	4.949094	9.329581409675935e-104	2.1324313242049296e-100
2	7	SAT1	21.042566	3.5681865	2.6750379552601422e-98	5.240781502633941e-95
2	8	PSAP	20.982256	3.4716954	9.526462313667258e-98	1.6330738021204096e-94
2	9	FTL	20.841288	3.2051008	1.8285235552649688e-96	2.7862635596559755e-93
2	10	S100A11	20.53311	3.3925953	1.0897218587528842e-93	1.4944445570937055e-90
2	11	CTSS	20.4577	3.5174158	5.130208833223119e-93	6.395971267165624e-90
2	12	SERPINA1	20.253153	4.2325478	3.3321263512525286e-91	3.808065065089765e-88
2	13	CST3	19.826382	4.801063	1.7627412060505914e-87	1.8595563769059855e-84
2	14	OAZ1	19.69568	1.9660367	2.3482416042435646e-86	2.3002703828997316e-83
2	15	CD68	19.34487	4.0679307	2.251692436506408e-83	2.0586473382832587e-80
2	16	S100A4	19.17789	2.5906036	5.66314072874078e-82	4.854019497121941e-79
2	17	IFITM2	19.121172	2.5938568	1.682830296725956e-81	1.3575490993705742e-78
2	18	TYMP	19.10423	3.6614895	2.328362987028949e-81	1.7739538891175002e-78
2	19	CFD	19.092352	4.1311235	2.9230556379382835e-81	2.109830790457138e-78
2	20	NPC2	19.043045	3.2539222	7.503470334350748e-81	5.145129608264308e-78
3	1	NKG7	31.396503	7.1125937	2.2584517081928288e-216	3.097240672615645e-212
3	2	CST7	27.8884	6.3730154	3.6890139592066196e-171	2.529556871827979e-167
3	3	GZMA	27.46755	6.186221	4.2881344788215393e-166	1.9602492080852863e-162
3	4	CTSW	27.037384	4.6823173	5.3749655154093135e-161	1.842806926958083e-157
3	5	B2M	26.683104	0.973765	7.393741491913757e-157	2.0279554164021056e-153
3	6	CCL5	26.546227	5.4912667	2.839236379540756e-155	6.489547951503655e-152
3	7	HLA-C	25.673668	1.3327705	2.3012497085642e-145	4.5084769290356344e-142
3	8	HLA-A	22.468552	1.2604417	8.42971050456892e-112	1.445063123245727e-108
3	9	PRF1	20.662651	5.6177473	7.512536635624208e-95	1.1447436380105599e-91
3	10	GZMM	19.118383	3.4606662	1.7752819522891575e-81	2.4346216693693507e-78
3	11	PTPRCAP	18.71194	2.0212243	3.9569416809824195e-78	4.933227110272082e-75
3	12	HLA-B	18.57212	1.0287327	5.402685634550942e-77	6.1743692326859685e-74
3	13	HCST	17.168573	1.9872051	4.5649806506270236e-66	4.8157034340537695e-63
3	14	GZMB	16.962738	6.1259685	1.549513609396368e-64	1.4166686426174528e-61
3	15	GNLY	16.191072	5.249366	5.830385362200978e-59	4.826777663169288e-56
3	16	FGFBP2	16.189478	6.0723543	5.983317797424376e-59	4.826777663169288e-56
3	17	GZMH	16.109196	6.413745	2.1986730688932154e-58	1.5869790772000818e-55
3	18	IL32	14.909233	1.9595258	2.870308919824197e-50	1.7114528924551755e-47
3	19	CD99	14.849695	1.7619649	6.988536328445572e-50	3.993366133679274e-47
3	20	HOPX	14.725737	3.8593085	4.406391036753861e-49	2.417169867121698e-46
4	1	S100A9	31.838957	7.3683295	1.8717288505719737e-222	2.5668889456744046e-218
4	2	S100A8	31.753998	7.548199	2.79643966505539e-221	1.917518678328481e-217
4	3	LYZ	31.435495	6.095264	6.6260833707496676e-217	3.029003578215365e-213
4	4	TYROBP	29.468857	5.2806506	7.21888557866099e-191	2.4749949206439203e-187
4	5	FTL	28.770615	3.3890283	5.002705696590784e-182	1.3721421184609203e-178
4	6	FCN1	28.406359	5.2796555	1.6875723262794626e-177	3.857227813766092e-174
4	7	S100A6	28.22383	2.9347758	2.98300245191555e-175	5.844127946509979e-172
4	8	CST3	28.062984	5.37772	2.7736663358306568e-173	4.7547575161977034e-170
4	9	LGALS2	27.994421	6.026016	1.8998126433702545e-172	2.894892287908852e-169
4	10	FTH1	27.57982	2.733714	1.9430837811675658e-167	2.422495543175636e-164
4	11	LGALS1	27.52303	4.277413	9.30928972899862e-167	1.0638966611957256e-163
4	12	GPX1	26.783657	3.8875413	5.0095437513167115e-158	5.284683308119798e-155
4	13	GSTP1	26.377779	3.603889	2.46490657438645e-153	2.414552054366841e-150
4	14	S100A4	26.07613	2.7050862	6.801884266669494e-150	6.218736055540362e-147
4	15	OAZ1	25.538277	1.9433011	7.410891118939749e-144	6.352060050321233e-141
4	16	AIF1	25.355082	4.3043046	7.898724341111358e-142	6.017950311888953e-139
4	17	TYMP	25.162985	3.9855165	1.0188457997775679e-139	7.353921735868193e-137
4	18	CTSS	24.9512	3.3395073	2.072258039699589e-137	1.4209473378220082e-134
4	19	LST1	24.9265	4.192639	3.840500310995572e-137	2.5080295840472985e-134
4	20	SAT1	23.652359	3.0212014	1.1161678661187936e-123	6.957784598160516e-121
5	1	MALAT1	7.658466	1.0527444	1.881673696350387e-14	2.580527307174921e-10
5	2	RPL32	6.6612124	0.54303074	2.7157773408712584e-11	1.726004159478339e-07
5	3	RPS27	5.7681446	0.56997204	8.014908613393419e-09	2.198329134481547e-05
5	4	RPL27A	5.720973	0.59402704	1.0591579971853997e-08	2.4208821289000952e-05
5	5	RPS15A	5.68586	0.74142057	1.3015583266422583e-08	2.54993869879599e-05
5	6	RPS29	5.3632846	0.8112735	8.172208111829023e-08	9.339471837135269e-05
5	7	RPS15	5.1707854	0.5324603	2.3311195466004687e-07	0.00019980608413799265
5	8	RPS12	4.9360805	0.5809292	7.970828260130821e-07	0.0005064428015475277
5	9	RPL13	4.8169985	0.494736	1.4573363780941628e-06	0.0006940841806701771
5	10	RPS18	4.5795445	0.46622473	4.659890531710778e-06	0.0016772423655571412
5	11	RPS27A	4.5665994	0.71484	4.957005560455608e-06	0.0016995093564022054
5	12	RPL30	4.5431023	0.56099653	5.543239714679632e-06	0.0018541460840760112
5	13	RPL35A	4.4643645	0.6057969	8.03067393219196e-06	0.0025612247047925706
5	14	RPS28	4.4257936	0.49635237	9.608828505401334e-06	0.002864684220066824
5	15	RPS25	4.375519	0.5422555	1.2114399467009645e-05	0.0033905484549095976
5	16	RPS6	4.3491845	0.4510084	1.3664484168719018e-05	0.003603744920957935
5	17	RPL35	4.185591	0.48814863	2.8442492957324883e-05	0.0068431640073114645
5	18	RPL31	4.0133085	0.579437	5.98735906267029e-05	0.012699034427546675
5	19	RPL13A	4.0044417	0.43240118	6.216414089182968e-05	0.012916954972584124
5	20	RPL38	3.9952202	0.44385824	6.46341766665915e-05	0.0132297477433677
6	1	HLA-DPA1	9.400656	4.2783146	5.422417410052873e-21	5.205738240689619e-17
6	2	HLA-DPB1	9.365183	4.4348464	7.591859764750793e-21	5.205738240689619e-17
6	3	HLA-DRA	9.059811	4.6085496	1.3067679399654167e-19	5.973671842895242e-16
6	4	HLA-DRB1	9.020924	4.2373934	1.8651042174813593e-19	6.39450980963484e-16
6	5	CD74	8.894787	3.6391494	5.853160620287338e-19	1.344489147662796e-15
6	6	HLA-DQA1	8.894236	4.8258915	5.88226256816157e-19	1.344489147662796e-15
6	7	CST3	8.859975	4.9127884	8.003225558759849e-19	1.567946218754751e-15
6	8	FCER1A	8.552179	8.774559	1.2078568209574999e-17	2.070568555326394e-14
6	9	HLA-DRB5	8.462948	3.8885899	2.607031576071473e-17	3.9725367815826865e-14
6	10	HLA-DMA	7.962036	3.505625	1.6923123930292695e-15	2.3208372158003404e-12
6	11	HLA-DQB1	7.933944	4.084104	2.122931638891062e-15	2.6467167723410934e-12
6	12	HLA-DQA2	7.3119636	4.17601	2.6326623947040697e-13	3.008694340080968e-10
6	13	LSP1	7.217554	2.206801	5.293099951994246e-13	5.184969481546363e-10
6	14	LYZ	7.1857166	4.2577515	6.685548473257012e-13	6.112374117483112e-10
6	15	CLEC10A	7.0512075	6.929531	1.7737148788797854e-12	1.520295365559836e-09
6	16	AP1S2	7.0250993	2.966939	2.1391442126005644e-12	1.725660219506126e-09
6	17	GRN	6.967484	3.0342827	3.2265964566742e-12	2.458307989268332e-09
6	18	GPX1	6.9206643	2.8019364	4.495300659587967e-12	3.2446606971362834e-09
6	19	VIM	6.903369	2.0125842	5.078353456091121e-12	3.4822269648416817e-09
6	20	GSTP1	6.846084	2.7004032	7.589888505363531e-12	4.956558617264546e-09
7	1	PF4	6.228046	12.905741	4.722885531370455e-10	7.725968615950534e-07
7	2	SDPR	6.2276807	11.863666	4.733899413238275e-10	7.725968615950534e-07
7	3	GNG11	6.2276807	12.42845	4.733899413238275e-10	7.725968615950534e-07
7	4	PPBP	6.227316	13.035219	4.744938361686981e-10	7.725968615950534e-07
7	5	NRGN	6.2254906	9.092909	4.800511051963354e-10	7.725968615950534e-07
7	6	SPARC	6.220745	10.895902	4.947989758718316e-10	7.725968615950534e-07
7	7	GPX1	6.220745	6.478824	4.947989758718316e-10	7.725968615950534e-07
7	8	TPM4	6.2141747	6.943187	5.159512646947618e-10	7.725968615950534e-07
7	9	RGS18	6.2130795	8.6062975	5.195614032364577e-10	7.725968615950534e-07
7	10	CALM3	6.185337	4.9173193	6.196999764872093e-10	7.725968615950534e-07
7	11	RGS10	6.1112347	5.0098014	9.886322693278598e-10	9.992881560052564e-07
7	12	TAGLN2	6.068526	4.831951	1.2908982105660859e-09	9.992881560052564e-07
7	13	MYL6	5.8907537	2.8499062	3.844385405560246e-09	2.1088760580741285e-06
7	14	OAZ1	5.8502345	3.2184496	4.908799997693448e-09	2.3213545920126877e-06
7	15	GP9	5.7471123	12.910398	9.07804721604925e-09	3.5570382720256976e-06
7	16	HIST1H2AC	5.7337885	9.46766	9.82118103446561e-09	3.707430786241578e-06
7	17	CD9	5.7306857	9.544075	1.0002547695124573e-08	3.707430786241578e-06
7	18	MYL12A	5.692722	2.8250475	1.2502986129337168e-08	4.2866487944432485e-06
7	19	CCL5	5.6826835	5.6169353	1.3259748137648543e-08	4.3296234752312406e-06
7	20	ITM2B	5.577371	2.7670145	2.441808327271717e-08	6.351513867316113e-06
