cluster	rank	gene	score	logfoldchange	pval	pval_adj
4	6	FCN1	28.406359	5.2796555	1.6875723262794626e-177	3.857227813766092e-174
4	7	S100A6	28.22383	2.9347758	2.98300245191555e-175	5.844127946509979e-172
4	8	CST3	28.062984	5.37772	2.7736663358306568e-173	4.7547575161977034e-170
4	9	LGALS2	27.994421	6.026016	1.8998126433702545e-172	2.894892287908852e-169
4	10	FTH1	27.57982	2.733714	1.9430837811675658e-167	2.422495543175636e-164
5	1	MALAT1	7.658466	1.0527444	1.881673696350387e-14	2.580527307174921e-10
5	2	RPL32	6.6612124	0.54303074	2.7157773408712584e-11	1.726004159478339e-07
5	3	RPS27	5.7681446	0.56997204	8.014908613393419e-09	2.198329134481547e-05
5	4	RPL27A	5.720973	0.59402704	1.0591579971853997e-08	2.4208821289000952e-05
5	5	RPS15A	5.68586	0.74142057	1.3015583266422583e-08	2.54993869879599e-05
5	6	RPS29	5.3632846	0.8112735	8.172208111829023e-08	9.339471837135269e-05
5	7	RPS15	5.1707854	0.5324603	2.3311195466004687e-07	0.00019980608413799265
5	8	RPS12	4.9360805	0.5809292	7.970828260130821e-07	0.0005064428015475277
5	9	RPL13	4.8169985	0.494736	1.4573363780941628e-06	0.0006940841806701771
5	10	RPS18	4.5795445	0.46622473	4.659890531710778e-06	0.0016772423655571412
6	1	HLA-DPA1	9.400656	4.2783146	5.422417410052873e-21	5.205738240689619e-17
6	2	HLA-DPB1	9.365183	4.4348464	7.591859764750793e-21	5.205738240689619e-17
6	3	HLA-DRA	9.059811	4.6085496	1.3067679399654167e-19	5.973671842895242e-16
6	4	HLA-DRB1	9.020924	4.2373934	1.8651042174813593e-19	6.39450980963484e-16
6	5	CD74	8.894787	3.6391494	5.853160620287338e-19	1.344489147662796e-15
6	6	HLA-DQA1	8.894236	4.8258915	5.88226256816157e-19	1.344489147662796e-15
6	7	CST3	8.859975	4.9127884	8.003225558759849e-19	1.567946218754751e-15
6	8	FCER1A	8.552179	8.774559	1.2078568209574999e-17	2.070568555326394e-14
6	9	HLA-DRB5	8.462948	3.8885899	2.607031576071473e-17	3.9725367815826865e-14
6	10	HLA-DMA	7.962036	3.505625	1.6923123930292695e-15	2.3208372158003404e-12
7	1	PF4	6.228046	12.905741	4.722885531370455e-10	7.725968615950534e-07
7	2	SDPR	6.2276807	11.863666	4.733899413238275e-10	7.725968615950534e-07
7	3	GNG11	6.2276807	12.42845	4.733899413238275e-10	7.725968615950534e-07
7	4	PPBP	6.227316	13.035219	4.744938361686981e-10	7.725968615950534e-07
7	5	NRGN	6.2254906	9.092909	4.800511051963354e-10	7.725968615950534e-07
7	6	SPARC	6.220745	10.895902	4.947989758718316e-10	7.725968615950534e-07
7	7	GPX1	6.220745	6.478824	4.947989758718316e-10	7.725968615950534e-07
7	8	TPM4	6.2141747	6.943187	5.159512646947618e-10	7.725968615950534e-07
7	9	RGS18	6.2130795	8.6062975	5.195614032364577e-10	7.725968615950534e-07
7	10	CALM3	6.185337	4.9173193	6.196999764872093e-10	7.725968615950534e-07
